,Snapshot Month,Customer ID,Customer Age,Gender,Education_Level,Marital Status,Income Category,Month on Book,Credit_Limit,Revolving_Bal,Utilization,external_bank_credit_card_max_util_greater_than_90,external_bank_credit_card_max_util_greater_than_50,FICO,Total_Debt,Debt_to_Income_Ratio,Credit_Inquiries,Delinquency,Monthly_Interest_Revenue,Late_Fee_Revenue,Annual_Fee,ECL,ECL MoM Charge
294,2015-09-30,768805391,22.0,M,Post-Graduate,Divorced,$80K - $120K,22.0,9667.0,1281.964914562236,0.11458931501371444,0.0,0.0,850.0,10201.316652568532,0.09517257226188848,4.0,0.0,24.303490850270865,0,0,64.09824572811179,47.16203122014153
295,2015-10-31,768805391,22.0,M,Post-Graduate,Divorced,$80K - $120K,23.0,9667.0,606.2718680427872,0.05459800364781486,2.0,2.0,488.0,11633.011350561615,0.11631350394806095,6.0,0.0,11.49370207435516,0,0,30.31359340213936,-33.78465232597243
296,2015-11-30,768805391,22.0,M,Post-Graduate,Divorced,$80K - $120K,24.0,9667.0,2360.8235111756476,0.23206952226933836,2.0,2.0,717.0,11588.903836481064,0.10684956339505779,5.0,0.0,44.756492124867925,0,100,118.04117555878238,87.72758215664302
297,2015-12-31,768805391,22.0,M,Post-Graduate,Divorced,$80K - $120K,25.0,9667.0,1903.470598821622,0.1772906352559612,1.0,1.0,746.0,16208.441007872858,0.17261998686199312,4.0,0.0,36.08599561246031,0,0,95.1735299410811,-22.867645617701285
298,2016-01-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,26.0,9667.0,9.502539160747153,0.0008843697680920321,0.0,2.0,850.0,15620.50294805859,0.14953950487124062,1.0,0.0,0.18014913740944452,0,0,0.47512695803735766,-94.69840298304374
299,2016-02-29,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,27.0,9667.0,938.4432240249157,0.08587542001094511,1.0,2.0,850.0,9906.958732881845,0.10349171703823948,1.0,0.0,17.79100664106435,0,0,46.922161201245785,46.44703424320843
300,2016-03-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,28.0,9667.0,432.402998096074,0.03641700543608407,1.0,1.0,850.0,19909.82117450979,0.1858617569381038,4.0,0.0,8.19749603790537,0,0,21.6201499048037,-25.302011296442085
301,2016-04-30,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,29.0,9667.0,2409.87435386459,0.22904185929803472,3.0,3.0,722.0,31951.70706677845,0.3207127972710077,2.0,0.0,45.68639800056489,0,0,120.4937176932295,98.8735677884258
302,2016-05-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,30.0,9667.0,837.6109894256713,0.08434126057223927,4.0,4.0,850.0,19562.38099273876,0.18197040215550625,4.0,0.0,15.879429137531876,0,0,41.880549471283565,-78.61316822194593
303,2016-06-30,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,31.0,9667.0,2216.5086397867344,0.19769560668964548,1.0,1.0,806.0,31767.42501697798,0.34389779879143845,2.0,0.0,42.02057079307691,0,0,110.82543198933672,68.94488251805316
304,2016-07-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,32.0,9667.0,2398.7297330995425,0.2311190805475601,0.0,3.0,635.0,29703.754337557668,0.28318357999149013,4.0,0.0,45.47511828010113,0,0,119.93648665497713,9.11105466564041
305,2016-08-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,33.0,9667.0,2987.3966766978137,0.28283771829839083,2.0,2.0,656.0,28490.888973148496,0.2876718480619929,5.0,0.0,56.63506619683715,0,0,149.3698338348907,29.433347179913568
306,2016-09-30,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,34.0,9667.0,139.46639439004045,0.013839818634715048,0.0,1.0,850.0,7917.992292771966,0.08384134494457306,1.0,0.0,2.644003904846387,0,0,6.9733197195020225,-142.39651411538867
307,2016-10-31,768805391,23.0,M,Post-Graduate,Divorced,$80K - $120K,35.0,9667.0,1769.1868489146132,0.15845868033790939,1.0,2.0,700.0,12856.855129335814,0.13893337335183817,3.0,0.0,33.54024428172323,0,0,88.45934244573067,81.48602272622864
308,2014-02-28,768805392,47.0,F,Uneducated,Divorced,$40K - $60K,1.0,6689.0,2678.215627567575,0.34937559097906107,0.0,2.0,406.0,29397.689110292777,0.5542582099338338,5.0,0.0,50.77361186742609,0,0,133.91078137837877,133.91078137837877
309,2014-03-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,4.0,6689.0,1045.8923326159745,0.12923432951941013,0.0,0.0,615.0,39529.52198249666,0.7853578932490701,1.0,0.0,19.828026841733642,0,0,52.29461663079873,-81.61616474758004
310,2014-04-30,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,5.0,6689.0,1883.8250713322966,0.24120628690333504,4.0,4.0,559.0,10476.680519474938,0.22872523290167066,4.0,0.0,35.71355570231768,0,0,94.19125356661483,41.896636935816105
311,2014-05-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,6.0,6689.0,738.8506606717681,0.09476394888301219,0.0,0.0,672.0,10179.948657033932,0.19812991012876624,1.0,0.0,14.007130825015379,0,0,36.942533033588404,-57.24872053302643
312,2014-06-30,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,7.0,6175.126847200258,2030.9209565420783,0.2913218123291215,0.0,0.0,400.0,35961.54402186133,0.736837291400364,5.0,0.0,38.50219949412472,0,0,101.54604782710392,64.60351479351552
313,2014-07-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,8.0,6689.0,2196.8635850325054,0.3242654240459349,2.0,2.0,495.0,21399.898041045326,0.4481066971731198,4.0,0.0,41.64813984504624,0,0,109.84317925162527,8.297131424521353
314,2014-08-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,9.0,6689.0,895.2950944157457,0.12628440739114435,0.0,1.0,548.0,19684.997507718963,0.3733170935375845,2.0,0.0,16.973004399933707,0,0,44.76475472078729,-65.07842453083799
315,2014-09-30,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,10.0,6689.0,443.16532324619874,0.05408775656904842,0.0,0.0,609.0,27042.49903531721,0.4927297065723165,5.0,0.0,8.401528198101435,0,0,22.15826616230994,-22.60648855847735
316,2014-10-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,11.0,6689.0,489.4912310617796,0.06035071736386784,0.0,3.0,685.0,39275.32413096227,0.7847851680847403,2.0,0.0,9.279774758469218,0,0,24.474561553088982,2.316295390779043
317,2014-11-30,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,12.0,6689.0,815.4611007730017,0.10048472940577292,3.0,3.0,654.0,7742.411380930323,0.15710982451728459,4.0,0.0,15.459511548454566,0,100,40.773055038650085,16.298493485561103
318,2014-12-31,768805392,48.0,F,Uneducated,Divorced,$40K - $60K,13.0,6689.0,1262.9315734854065,0.1819872741530238,1.0,1.0,577.0,10380.673116771713,0.20805917581243516,3.0,0.0,23.942656770136335,0,0,63.14657867427033,22.373523635620245
319,2015-01-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,14.0,6689.0,2818.352433736402,0.4027746419441484,3.0,3.0,404.0,13936.063499717327,0.28172084440967093,2.0,0.0,53.43032543877471,0,0,140.9176216868201,77.77104301254977
320,2015-02-28,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,15.0,6689.0,1108.8637301343206,0.15869466898961362,1.0,1.0,508.0,32758.56819915217,0.6305530409331809,6.0,0.0,21.02183859588645,0,0,55.44318650671603,-85.47443518010407
321,2015-03-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,16.0,6689.0,324.8738838545101,0.03907133048353214,0.0,3.0,729.0,38667.039947794634,0.7045798157429565,3.0,0.0,6.158959090113802,0,0,16.243694192725506,-39.199492313990525
322,2015-04-30,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,17.0,6689.0,1987.0211430013323,0.25672102208237085,0.0,2.0,400.0,37094.81707654934,0.6975109656040742,5.0,0.0,37.66994682901926,0,0,99.35105715006662,83.10736295734111
323,2015-05-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,18.0,6689.0,389.450987669139,0.05587550480670852,1.0,3.0,701.0,20190.522356890833,0.412815313587347,3.0,0.0,7.383211824231537,0,0,19.47254938345695,-79.87850776660967
324,2015-06-30,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,19.0,6689.0,888.391218008461,0.12704073653316877,2.0,2.0,576.0,25927.482361590384,0.5534566041456866,5.0,0.0,16.8421207110044,0,0,44.41956090042305,24.9470115169661
325,2015-07-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,20.0,6689.0,1731.635636596755,0.24170250950583044,4.0,4.0,409.0,33259.88140823436,0.6576157956447904,2.0,0.0,32.82834839860128,0,0,86.58178182983775,42.1622209294147
326,2015-08-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,21.0,6689.0,2492.8561971998456,0.3704362669269856,1.0,1.0,474.0,23237.972909703338,0.4896841933652583,3.0,0.0,47.25956778651467,0,0,124.64280985999228,38.06102803015453
327,2015-09-30,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,22.0,6689.0,2688.3452982327326,0.35166757564131723,1.0,2.0,494.0,27650.010482718382,0.536747809565758,5.0,0.0,50.96565016389614,0,0,134.41726491163664,9.774455051644352
328,2015-10-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,23.0,6689.0,908.224478506333,0.12575999056280743,1.0,1.0,458.0,21624.15744825909,0.48009887289445147,2.0,0.0,17.21811966352306,0,0,45.41122392531665,-89.00604098631999
329,2015-11-30,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,24.0,6689.0,509.2089723848518,0.07442386559752556,3.0,3.0,653.0,21226.203055547903,0.41635102688737885,4.0,0.0,9.65358369847202,0,100,25.46044861924259,-19.950775306074057
330,2015-12-31,768805392,49.0,F,Uneducated,Divorced,$40K - $60K,25.0,6689.0,2340.863876060889,0.3280947146741918,0.0,1.0,420.0,11492.79851643724,0.2527065467207271,5.0,0.0,44.37809736236233,0,0,117.04319380304446,91.58274518380188
331,2016-01-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,26.0,6689.0,83.63591820912255,0.011003247877142495,3.0,4.0,699.0,7341.945973550869,0.16082559312187578,3.0,0.0,1.5855697374085453,0,0,4.1817959104561275,-112.86139789258833
332,2016-02-29,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,27.0,6689.0,2213.835929525198,0.32762121328049615,2.0,2.0,456.0,21885.61207470846,0.41065100493943274,4.0,0.0,41.969901551938705,0,0,110.69179647625991,106.51000056580378
333,2016-03-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,28.0,6689.0,2018.919537030177,0.24831646332505394,2.0,2.0,400.0,19940.15181824881,0.3987920894222121,5.0,0.0,38.27467658301809,0,0,100.94597685150886,-9.74581962475105
334,2016-04-30,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,29.0,6689.0,1026.940060916925,0.14468747192133238,0.0,0.0,637.0,34224.67288943876,0.6386617516254506,2.0,0.0,19.468729674863063,0,0,51.34700304584625,-49.59897380566261
335,2016-05-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,30.0,6689.0,1678.8461786889388,0.22651598340181966,0.0,1.0,508.0,39430.825048880724,0.7994026349221445,7.0,0.0,31.8275658555849,0,0,83.94230893444694,32.59530588860069
336,2016-06-30,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,31.0,6689.0,451.69207310772487,0.06130803341974833,0.0,2.0,662.0,28529.78322588517,0.6125469517064838,2.0,0.0,8.563178321976247,0,0,22.584603655386246,-61.357705279060696
337,2016-07-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,32.0,6689.0,597.558017004641,0.08621667674282167,0.0,1.0,671.0,32416.02302112909,0.7058197472684431,4.0,0.0,11.328504886373983,0,0,29.877900850232052,7.293297194845806
338,2016-08-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,33.0,6689.0,982.4577577901243,0.12815198550116005,2.0,2.0,400.0,14031.202415631122,0.2881510655281677,5.0,0.0,18.625434172185177,0,0,49.12288788950622,19.244987039274164
339,2016-09-30,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,34.0,6689.0,1797.7750179725315,0.23377857015203893,3.0,3.0,524.0,24417.879477665636,0.4792066668258383,6.0,0.0,34.08221879072325,0,0,89.88875089862658,40.765863009120366
340,2016-10-31,768805392,50.0,F,Uneducated,Divorced,$40K - $60K,35.0,6689.0,778.7212739222492,0.10592289917426567,2.0,2.0,593.0,34591.45923655191,0.6385546411170827,3.0,0.0,14.762997911018001,0,0,38.93606369611246,-50.95268720251412
341,2014-03-31,768805393,18.0,M,Post-Graduate,Married,$120K +,1.0,1143.0,33.05148134663156,0.027573596525221757,1.0,1.0,850.0,12414.809949137409,0.0853672500570117,3.0,0.0,0.6265899833694412,0,0,1.652574067331578,1.652574067331578
342,2014-04-30,768805393,19.0,M,Post-Graduate,Married,$120K +,5.0,1143.0,32.53758850276745,0.02791278182840297,1.0,1.0,850.0,25280.093659639413,0.17869702720211503,1.0,0.0,0.6168476028354652,0,0,1.6268794251383725,-0.025694642193205608
343,2014-05-31,768805393,19.0,M,Post-Graduate,Married,$120K +,6.0,1143.0,185.34227800795531,0.13863251852735312,2.0,2.0,850.0,9786.321138687736,0.06239737723750001,4.0,0.0,3.513718906474817,0,0,9.267113900397765,7.640234475259393
344,2014-06-30,768805393,19.0,M,Post-Graduate,Married,$120K +,7.0,1143.0,156.64126417086828,0.1165305389360272,0.0,0.0,850.0,24037.926790340523,0.15764800202416085,3.0,0.0,2.969605086151321,0,0,7.832063208543414,-1.435050691854351
345,2014-07-31,768805393,19.0,M,Post-Graduate,Married,$120K +,8.0,1143.0,102.91809436363354,0.07938388422440805,4.0,4.0,850.0,7629.052244656806,0.05024122012269918,1.0,0.0,1.9511212329457646,0,0,5.1459047181816775,-2.686158490361737
346,2014-08-31,768805393,19.0,M,Post-Graduate,Married,$120K +,9.0,1143.0,233.13378307042123,0.17684335048915384,1.0,2.0,818.0,22739.45255075224,0.16703968571551717,4.0,0.0,4.419750259449046,0,0,11.656689153521063,6.510784435339385
347,2014-09-30,768805393,19.0,M,Post-Graduate,Married,$120K +,10.0,1143.0,331.79916782155544,0.27051667078807046,0.0,3.0,442.0,24740.886764220704,0.16282994331539274,6.0,0.0,6.290248623561048,0,0,16.589958391077772,4.9332692375567095
348,2014-10-31,768805393,19.0,M,Post-Graduate,Married,$120K +,11.0,1143.0,84.08531118581831,0.07018311554531502,1.0,3.0,850.0,14414.830862623514,0.09927542049611127,4.0,0.0,1.5940893294607434,0,0,4.204265559290916,-12.385692831786855
349,2014-11-30,768805393,19.0,M,Post-Graduate,Married,$120K +,12.0,1143.0,167.6092640967296,0.1276218866260456,2.0,2.0,850.0,12451.122008121481,0.08202727273265818,4.0,0.0,3.1775364287457992,0,100,8.380463204836479,4.176197645545563
350,2014-12-31,768805393,19.0,M,Post-Graduate,Married,$120K +,13.0,1143.0,329.27200496348075,0.26086231507359825,1.0,2.0,791.0,14954.248613165159,0.10964783609044496,2.0,0.0,6.242338670097668,0,0,16.46360024817404,8.08313704333756
351,2015-01-31,768805393,20.0,M,Post-Graduate,Married,$120K +,14.0,1143.0,71.26277073252812,0.05443049412550084,2.0,2.0,850.0,23088.09101941348,0.14642820875661308,1.0,0.0,1.350999607547268,0,0,3.5631385366264063,-12.900461711547633
352,2015-02-28,768805393,20.0,M,Post-Graduate,Married,$120K +,15.0,1143.0,283.6778549978497,0.22978716373840335,0.0,1.0,779.0,8557.892143904444,0.05829331851405045,3.0,0.0,5.377964775049234,0,0,14.183892749892486,10.62075421326608
353,2015-03-31,768805393,20.0,M,Post-Graduate,Married,$120K +,16.0,1143.0,47.72488816337561,0.040656232564465905,1.0,1.0,850.0,22431.323595411002,0.1643243359426554,2.0,0.0,0.9047684298012748,0,0,2.3862444081687806,-11.797648341723706
354,2015-04-30,768805393,20.0,M,Post-Graduate,Married,$120K +,17.0,1143.0,160.60017300823068,0.12523857270371752,2.0,2.0,836.0,15208.690395004958,0.10134889494374065,2.0,0.0,3.0446580798900373,0,0,8.030008650411535,5.643764242242755
355,2015-05-31,768805393,20.0,M,Post-Graduate,Married,$120K +,18.0,1143.0,201.990960227613,0.14450710772481973,0.0,0.0,850.0,5594.7977154370865,0.037901366086807074,2.0,0.0,3.829344623995087,0,0,10.09954801138065,2.069539360969115
356,2015-06-30,768805393,20.0,M,Post-Graduate,Married,$120K +,19.0,1143.0,280.5041653379564,0.22782248037058378,2.0,2.0,779.0,10892.78298903595,0.06968313514235236,4.0,0.0,5.317797966476977,0,0,14.02520826689782,3.9256602555171707
357,2015-07-31,768805393,20.0,M,Post-Graduate,Married,$120K +,20.0,1143.0,13.25576450228287,0.010200542974876062,0.0,0.0,850.0,5613.63830690577,0.03863773653505331,2.0,0.0,0.25130278343427864,0,0,0.6627882251141436,-13.362420041783677
358,2015-08-31,768805393,20.0,M,Post-Graduate,Married,$120K +,21.0,1143.0,66.93151664502993,0.052189071558449054,0.0,3.0,850.0,14583.684174973998,0.09304623606612238,1.0,0.0,1.2688876925564774,0,0,3.3465758322514967,2.683787607137353
359,2015-09-30,768805393,20.0,M,Post-Graduate,Married,$120K +,22.0,1143.0,23.311524470255975,0.01832810308425961,1.0,2.0,850.0,8212.91229589766,0.050741992062362413,1.0,0.0,0.4419398809071128,0,0,1.1655762235127989,-2.1809996087386976
360,2015-10-31,768805393,20.0,M,Post-Graduate,Married,$120K +,23.0,1143.0,253.25253937083286,0.22020662262822124,0.0,3.0,797.0,27419.234696547865,0.1932528637529407,3.0,1.0,4.801161641392249,30,0,101.30101574833316,100.13543952482036
361,2015-11-30,768805393,20.0,M,Post-Graduate,Married,$120K +,24.0,1143.0,22.469077934872605,0.018511397696664985,0.0,1.0,527.0,28244.990594091963,0.18767397777738123,3.0,2.0,0.42596877948931483,30,100,13.481446760923562,-87.8195689874096
362,2015-12-31,768805393,20.0,M,Post-Graduate,Married,$120K +,25.0,1143.0,13.206898209307017,0.009466680236303622,1.0,1.0,850.0,6502.939632816412,0.04786587197132405,1.0,3.0,0.2503763762520424,30,0,8.32034587186342,-5.161100889060142
363,2016-01-31,768805393,21.0,M,Post-Graduate,Married,$120K +,26.0,1143.0,26.527197646559785,0.02202452740733614,1.0,1.0,850.0,22644.2998442047,0.1585192431203189,3.0,4.0,0.5029026129834804,30,0,21.487030093713425,13.166684221850005
364,2016-02-29,768805393,21.0,M,Post-Graduate,Married,$120K +,27.0,1143.0,170.83814858004226,0.12757756864077632,3.0,3.0,850.0,23118.780451099883,0.15827999406978935,4.0,5.0,3.238749620780441,30,0,138.37890034983423,116.8918702561208
365,2016-04-30,768805393,21.0,M,Post-Graduate,Married,$120K +,29.0,1143.0,215.90036540459644,0.17333483648753897,0.0,1.0,633.0,16919.29352379105,0.10750494412591556,4.0,6.0,4.093039127340339,30,0,174.87929597772313,36.500395627888906
366,2016-05-31,768805393,21.0,M,Post-Graduate,Married,$120K +,30.0,1143.0,294.21610449259623,0.2376552567212776,1.0,4.0,684.0,14698.624956444703,0.10075283652058481,5.0,7.0,5.577748908970639,30,0,250.08368881870678,75.20439284098364
367,2016-06-30,768805393,21.0,M,Post-Graduate,Married,$120K +,31.0,1143.0,12.37462187254431,0.00909198721982576,0.0,1.0,850.0,6011.446705371198,0.03857459333366323,1.0,7.0,0.23459808145969502,30,0,10.518428591662664,-239.56526022704412
368,2016-07-31,768805393,21.0,M,Post-Graduate,Married,$120K +,32.0,1143.0,62.515843436850034,0.05357894192944795,1.0,1.0,850.0,20485.692769742658,0.14638176964791993,3.0,7.0,1.1851753598758028,30,0,53.138466921322525,42.62003832965986
369,2016-08-31,768805393,21.0,M,Post-Graduate,Married,$120K +,33.0,1143.0,83.98048930860581,0.06326242644992043,3.0,3.0,850.0,8041.746851776304,0.05929597622307807,1.0,7.0,1.5921021163125488,30,0,71.38341591231494,18.24494899099242
370,2016-09-30,768805393,21.0,M,Post-Graduate,Married,$120K +,34.0,1143.0,205.981784876657,0.17351020345284543,0.0,4.0,428.0,28968.390428718063,0.20355663438039034,9.0,7.0,3.9050026776916633,30,0,175.08451714515846,103.70110123284351
371,2016-10-31,768805393,21.0,M,Post-Graduate,Married,$120K +,35.0,1143.0,64.08060940108125,0.05000639438441963,0.0,1.0,769.0,13901.74464574464,0.09869300348109447,1.0,7.0,1.2148401930256982,30,0,54.46851799091906,-120.6159991542394
372,,768805393,,,,,,,,0.0,0.0,3.0,4.0,829.0,0.0,0.0,0.0,7.0,0.0,30,0,0.0,-54.46851799091906
373,2014-03-31,768805394,62.0,M,Doctorate,Unknown,Less than $40K,1.0,6717.0,804.9308632730581,0.11768145308084697,2.0,2.0,625.0,804.9308632730581,0.024560588880261563,4.0,0.0,15.259879305930635,0,0,40.24654316365291,40.24654316365291
374,2014-04-30,768805394,63.0,M,Doctorate,Unknown,Less than $40K,5.0,6717.0,1509.8509238581573,0.19046901646456874,0.0,2.0,676.0,1509.8509238581573,0.04854455192744948,1.0,0.0,28.623753814502944,0,0,75.49254619290787,35.24600302925496
375,2014-05-31,768805394,63.0,M,Doctorate,Unknown,Less than $40K,6.0,6717.0,946.1613985958637,0.13630353161719375,1.0,2.0,750.0,946.1613985958637,0.02903826736913944,2.0,0.0,17.937327794580384,0,0,47.30806992979319,-28.184476263114675
376,2014-06-30,768805394,63.0,M,Doctorate,Unknown,Less than $40K,7.0,6717.0,1630.5622786674357,0.2156827556070242,2.0,2.0,674.0,1630.5622786674357,0.05835329638450591,3.0,0.0,30.912199678977245,0,0,81.5281139333718,34.22004400357861
377,2014-07-31,768805394,63.0,M,Doctorate,Unknown,Less than $40K,8.0,6717.0,48.005257572394434,0.005912286925803431,0.0,1.0,777.0,48.005257572394434,0.0016711380894872468,0.0,0.0,0.9100836730574536,0,0,2.400262878619722,-79.12785105475207
378,2014-08-31,768805394,63.0,M,Doctorate,Unknown,Less than $40K,9.0,6717.0,251.08533295598485,0.0331977099247828,3.0,3.0,757.0,251.08533295598485,0.008260343244821987,0.0,0.0,4.760075742179561,0,0,12.554266647799244,10.154003769179521
379,2014-09-30,768805394,63.0,M,Doctorate,Unknown,Less than $40K,10.0,6717.0,162.92879341432462,0.02425319033678862,1.0,3.0,598.0,162.92879341432462,0.005486846525176064,5.0,0.0,3.088804065548766,0,0,8.146439670716232,-4.407826977083012
380,2014-10-31,768805394,63.0,M,Doctorate,Unknown,Less than $40K,11.0,6717.0,907.2785802335369,0.11732154608388215,0.0,2.0,728.0,907.2785802335369,0.03031528715932437,0.0,0.0,17.200187324067393,0,0,45.363929011676845,37.21748934096061
381,2014-11-30,768805394,63.0,M,Doctorate,Unknown,Less than $40K,12.0,6717.0,1576.308439659917,0.2019636668552428,2.0,2.0,679.0,1576.308439659917,0.04910253735264095,1.0,0.0,29.883655399072705,0,100,78.81542198299586,33.45149297131901
382,2014-12-31,768805394,63.0,M,Doctorate,Unknown,Less than $40K,13.0,6717.0,1464.0901476704157,0.21250237321471305,2.0,2.0,400.0,1464.0901476704157,0.048881214432957454,4.0,0.0,27.75622101953574,0,0,73.20450738352079,-5.610914599475066
383,2015-01-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,14.0,6717.0,1495.4657633631036,0.2008755585779125,0.0,1.0,487.0,1495.4657633631036,0.053614045577305404,1.0,0.0,28.35103994183772,0,0,74.77328816815519,1.5687807846343986
384,2015-02-28,768805394,64.0,M,Doctorate,Unknown,Less than $40K,15.0,6717.0,1202.9516082561104,0.154383599378072,0.0,0.0,628.0,1202.9516082561104,0.03820580301395454,3.0,0.0,22.80555658931934,0,0,60.147580412805524,-14.625707755349666
385,2015-03-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,16.0,6717.0,838.5607778420106,0.12083490197971947,4.0,4.0,630.0,838.5607778420106,0.027496781668106547,3.0,0.0,15.897435226328836,0,0,41.92803889210053,-18.219541520704993
386,2015-04-30,768805394,64.0,M,Doctorate,Unknown,Less than $40K,17.0,6717.0,1584.5108698781078,0.22757853512953002,4.0,4.0,407.0,1584.5108698781078,0.0544737137103004,3.0,0.0,30.039157071149166,0,0,79.22554349390539,37.29750460180486
387,2015-05-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,18.0,6717.0,1069.133062212435,0.13797645159877753,1.0,2.0,703.0,1069.133062212435,0.03366795962433696,0.0,0.0,20.268624593423343,0,0,53.45665311062176,-25.768890383283633
388,2015-06-30,768805394,64.0,M,Doctorate,Unknown,Less than $40K,19.0,6717.0,1038.4892339293817,0.14259136313275975,2.0,2.0,735.0,1038.4892339293817,0.03481272731399715,2.0,0.0,19.68767889683322,0,0,51.92446169646909,-1.5321914141526705
389,2015-07-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,20.0,6717.0,985.9370744085834,0.1279948778943578,2.0,2.0,694.0,985.9370744085834,0.03152662426773629,3.0,0.0,18.691395056637923,0,0,49.29685372042917,-2.6276079760399185
390,2015-08-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,21.0,6717.0,1241.5428339714347,0.17297033424323102,2.0,2.0,704.0,1241.5428339714347,0.039040952322951336,0.0,0.0,23.537169046430456,0,0,62.07714169857174,12.780287978142567
391,2015-09-30,768805394,64.0,M,Doctorate,Unknown,Less than $40K,22.0,6717.0,373.95520720308815,0.051547544309935585,2.0,2.0,462.0,373.95520720308815,0.012775118106891338,4.0,0.0,7.089442818156145,0,0,18.69776036015441,-43.37938133841733
392,2015-10-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,23.0,6717.0,161.26077939549236,0.023753590176094967,2.0,2.0,721.0,161.26077939549236,0.00574647734899986,0.0,0.0,3.057181855779744,0,0,8.063038969774619,-10.63472139037979
393,2015-11-30,768805394,64.0,M,Doctorate,Unknown,Less than $40K,24.0,6717.0,500.41386157568314,0.06205591989345718,1.0,2.0,687.0,500.41386157568314,0.015285332875559292,4.0,0.0,9.486845987751801,0,100,25.02069307878416,16.95765410900954
394,2015-12-31,768805394,64.0,M,Doctorate,Unknown,Less than $40K,25.0,6717.0,638.5084110711166,0.09248302320319099,1.0,1.0,775.0,638.5084110711166,0.01958051777245286,0.0,0.0,12.104842457086228,0,0,31.92542055355583,6.904727474771672
395,2016-01-31,768805394,65.0,M,Doctorate,Unknown,Less than $40K,26.0,6717.0,535.2173114967777,0.07861432802962622,3.0,3.0,761.0,535.2173114967777,0.01864132833628367,0.0,0.0,10.14664979135591,0,0,26.76086557483889,-5.164554978716943
396,2016-02-29,768805394,65.0,M,Doctorate,Unknown,Less than $40K,27.0,6717.0,1185.6145491333325,0.14476204348994628,0.0,1.0,705.0,1185.6145491333325,0.040724145144332445,0.0,0.0,22.476880622469718,0,0,59.280727456666625,32.51986188182774
397,2016-03-31,768805394,65.0,M,Doctorate,Unknown,Less than $40K,28.0,6717.0,262.49287680428023,0.03194805592626697,1.0,1.0,705.0,262.49287680428023,0.0085735985465104,0.0,0.0,4.9763399584555446,0,0,13.124643840214013,-46.15608361645261
398,2016-04-30,768805394,65.0,M,Doctorate,Unknown,Less than $40K,29.0,6513.72934174539,889.6620418632702,0.13003736664430843,1.0,1.0,667.0,889.6620418632702,0.031683431337903196,2.0,0.0,16.866212989643877,0,0,44.48310209316352,31.358458252949504
399,2016-05-31,768805394,65.0,M,Doctorate,Unknown,Less than $40K,30.0,6717.0,1278.3586787931101,0.16769431390846798,1.0,2.0,708.0,1278.3586787931101,0.04666736103541019,0.0,0.0,24.23512383255978,0,0,63.91793393965551,19.434831846491996
400,2016-06-30,768805394,65.0,M,Doctorate,Unknown,Less than $40K,31.0,6717.0,59.77393616600177,0.007480738158746579,0.0,1.0,721.0,59.77393616600177,0.0018307496370585663,0.0,0.0,1.1331942818350615,0,0,2.9886968083000887,-60.92923713135542
